id,type,x,y,z,r,pid,dist
1,1,0.0,-437.016353517,56.56,6.7147,-1,0.0
2,3,5.23999544299,-438.984719491,46.846,0.1144,1,0.0
3,3,6.29500484709,-439.414595993,46.4195,0.1713,2,1.4797409
4,3,7.37958479459,-439.618134534,46.2462,0.2129,3,2.72751539
5,3,8.51426541103,-439.483261191,46.048,0.2162,4,4.07248955
6,3,9.62592792166,-439.540556151,45.7792,0.2375,5,5.38381924
7,3,10.7172683702,-439.783468739,45.4334,0.3177,6,6.75342738
8,3,11.8302542474,-439.780134509,45.0794,0.3839,7,8.11749206
9,3,12.9139724521,-439.443857982,44.6989,0.3348,8,9.54979936
10,3,13.985864787,-439.112684278,44.2548,0.2778,9,11.00565337
11,3,15.0977247056,-438.955708542,43.7819,0.2354,10,12.49016164
12,3,16.1121897955,-439.200933972,43.2555,0.1914,11,13.85653353
13,3,16.7460885162,-439.926487955,42.6059,0.1723,12,15.20676986
14,3,17.1642888236,-440.886678453,41.9308,0.1765,13,16.75938716
15,3,17.6914830679,-441.882041266,41.3543,0.22,14,18.36042031
16,3,18.2946850559,-442.832663684,40.8758,0.242,15,19.85691818
17,3,18.9744067031,-443.731663997,40.514,0.2248,16,21.2580405
18,3,19.7615509015,-444.558150549,40.313,0.2444,17,22.60111751
19,3,20.6460691021,-445.213847775,40.3024,0.2609,18,23.81354117
20,3,21.7049451359,-445.617608589,40.3813,0.2728,19,25.10400763
21,3,22.8446838949,-445.702930399,40.4452,0.2712,20,26.41437509
22,3,23.9857572262,-445.652088854,40.4611,0.2685,21,27.71926111
23,3,25.0573918793,-445.899532626,40.3421,0.2633,22,28.94305136
24,3,25.5988232138,-446.792563063,40.2304,0.2533,23,30.0461795
25,3,25.9589251765,-447.534994997,40.1867,0.2374,24,30.72896779
26,3,26.6955954976,-448.381302439,40.154,0.1949,25,31.98895653
27,3,27.6150990179,-449.026570505,40.049,0.1787,26,33.26183913
28,3,28.5617294092,-449.563365058,39.8261,0.1883,27,34.49578103
29,3,29.5457400438,-450.049702031,39.5438,0.2423,28,35.7802749
30,3,30.622602798,-450.400642793,39.2921,0.2818,29,37.1264206
31,3,31.6180979957,-450.905999619,39.118,0.3057,30,38.40312762
32,3,32.3800556068,-451.733183177,39.0628,0.3602,31,39.6709867
33,3,33.0664217785,-452.634985327,39.1216,0.2973,32,40.95878978
34,3,33.9159588695,-453.337877596,39.1692,0.2915,33,42.17682635
35,3,34.9632846441,-453.723716593,39.2003,0.3144,34,43.42355657
36,3,36.0745956655,-453.76846817,39.314,0.3069,35,44.67349915
37,3,37.1911573768,-453.648439196,39.4453,0.3072,36,45.95185585
38,3,38.3147703848,-453.658363325,39.5343,0.2399,37,47.22238153
39,3,39.2941567787,-454.165060465,39.5886,0.2142,38,48.44126972
40,3,40.0609143307,-455.007457851,39.6169,0.2581,39,49.73962111
41,3,40.6154221212,-456.006758962,39.6119,0.2376,40,51.04572771
42,3,41.1710996168,-457.004927911,39.5696,0.2376,41,52.35263573
43,3,41.7565503971,-457.984341554,39.4996,0.282,42,53.65953943
44,3,42.563560906,-458.728267221,39.3686,0.3769,43,54.88139179
45,3,43.5029024951,-459.348375179,39.2006,0.3769,44,56.17651229
46,3,44.4215928909,-460.025651819,39.0662,0.3173,45,57.49727134
47,3,45.3712220662,-460.64627511,39.0102,0.267,46,58.78737618
48,3,46.18608093,-461.392974462,39.0527,0.2243,47,60.01073732
49,3,46.7703628865,-462.355087415,39.1076,0.2433,48,61.28079807
50,3,47.2473520105,-463.365779151,39.0771,0.259,49,62.53074473
51,3,47.7840045617,-464.357099634,39.0034,0.2693,50,63.80688868
52,3,48.4989521327,-465.239974988,38.9388,0.2641,51,65.10168076
53,3,49.3385931356,-466.014504101,38.8895,0.2587,52,66.40900361
54,3,50.056248695,-466.890629136,38.8676,0.229,53,67.6921078
55,3,50.3075601124,-467.939410539,38.9337,0.2677,54,68.85957687
56,3,50.0528225356,-469.01742096,39.037,0.2289,55,70.09724546
57,3,49.4674694763,-469.988695244,39.0891,0.2358,56,71.38597181
58,3,48.7032996185,-470.827653723,39.0384,0.2087,57,72.6763492
59,3,48.0062677842,-471.694772205,38.85,0.2374,58,73.9495916
60,3,47.4967303826,-472.701537841,38.6022,0.2503,59,75.28420185
61,3,47.1767769182,-473.796283195,38.3303,0.241,60,76.65896907
62,3,47.1722303414,-474.927130284,38.0377,0.2716,61,78.02341964
63,3,47.6372903564,-475.946324747,37.7098,0.3247,62,79.38597622
64,3,48.3686710904,-476.726999117,37.2529,0.3266,63,80.73910408
65,3,49.3157138065,-477.104534008,36.6559,0.3409,64,82.13493558
66,3,50.3790437027,-477.31832171,35.9996,0.3149,65,83.74204092
67,3,51.2943342841,-477.936890503,35.3461,0.2925,66,85.38948737
68,3,51.8768638325,-478.889782336,34.7133,0.355,67,87.03726673
69,3,52.3801060096,-479.902044808,34.1578,0.4243,68,88.62377498
70,3,52.6550067994,-480.996917333,33.6781,0.4345,69,90.12820336
71,3,52.7756782895,-482.064229504,33.1691,0.3415,70,91.54100124
72,3,52.7189643588,-483.164506392,32.6598,0.2542,71,93.01421343
73,3,52.7143520859,-484.296451518,32.296,0.2517,72,94.42788491
74,3,52.9385307486,-485.395201647,32.0617,0.2748,73,95.74028932
75,3,52.9704139259,-486.509895624,31.7422,0.2966,74,97.08592877
76,3,52.9418043966,-487.639403192,31.3664,0.3251,75,98.50376026
77,3,53.122331169,-488.759484343,30.9537,0.321,76,99.96125325
78,3,53.2527503188,-489.739222356,30.3481,0.247,77,101.30490034
79,3,53.3196862741,-490.805523434,29.6593,0.2037,78,102.92082419
80,3,53.9042909165,-491.645036812,28.9282,0.239,79,104.5018767
81,3,54.6953293245,-491.69817547,28.2915,0.2018,80,105.53582907
82,3,55.2703295554,-492.681471898,27.8264,0.1723,81,107.04964421
83,3,56.1212120516,-493.418805999,27.5033,0.155,82,108.42170042
84,3,56.9654654391,-494.114569981,27.2938,0.1706,83,109.66244197
85,3,57.3966057189,-495.164894197,27.1446,0.1972,84,110.97376551
86,3,57.6246236507,-496.276496564,26.9895,0.2568,85,112.28547352
87,3,57.585123325,-497.415570769,26.8153,0.3178,86,113.61486948
88,3,57.5172054443,-498.550740801,26.5821,0.3286,87,114.96247556
89,3,57.4497713261,-499.677825292,26.2772,0.2726,88,116.33030638
90,3,57.4147527851,-500.780502195,25.9014,0.1949,89,117.68865467
91,3,58.1817407585,-501.580537724,25.5083,0.1525,90,119.07150968
92,3,58.5323635877,-502.558423828,25.0748,0.1525,91,120.33862953
93,3,58.2504934869,-503.534030996,24.36,0.1144,92,121.88082867
94,2,3.21315281321,-443.114140047,59.577,0.2288,1,0.0
95,2,3.59805784176,-444.150277595,60.0354,0.1996,94,1.43186346
96,2,3.95462374854,-445.221385047,60.2084,0.185,95,2.73620288
97,2,4.22431759476,-446.326264457,60.3221,0.2123,96,4.04262385
98,2,4.08589002908,-447.375770468,60.4806,0.2271,97,5.18837116
99,2,3.57594141453,-448.370990937,60.6788,0.2002,98,6.47816577
100,2,3.01334932935,-449.365365829,60.8342,0.1853,99,7.80760621
101,2,2.41702871378,-450.329071579,60.9067,0.216,100,9.09718951
102,2,1.91040833388,-451.325593145,60.9986,0.219,101,10.35535456
103,2,1.8756594309,-452.405345229,61.1484,0.2576,102,11.54486665
104,2,2.23877092181,-453.460815695,61.3441,0.2822,103,12.829033
105,2,2.69746026052,-454.491049383,61.556,0.3281,104,14.14571197
106,2,3.19525488985,-455.519014536,61.7294,0.297,105,15.48029138
107,2,3.79972552321,-456.486943616,61.8447,0.3457,106,16.79585692
108,2,4.34511543245,-457.484597232,61.8881,0.3769,107,18.09050337
109,2,4.59616318415,-458.556203632,61.8206,0.379,108,19.30642487
110,2,4.56347378171,-459.678554759,61.724,0.4257,109,20.57649708
111,2,4.27984595096,-460.778979756,61.6806,0.4178,110,21.86976056
112,2,3.84531196374,-461.834812467,61.7224,0.4038,111,23.1751103
113,2,3.6913633886,-462.914345105,61.9041,0.3755,112,24.39721607
114,2,3.67454560373,-464.03764584,62.1765,0.3343,113,25.73350521
115,2,3.26631509177,-465.038952162,62.526,0.3168,114,27.02492196
116,2,2.59557385361,-465.905339512,62.9252,0.3426,115,28.38480345
117,2,2.15664095592,-466.920837504,63.2884,0.336,116,29.74061595
118,2,2.19105554032,-468.011640019,63.4642,0.3594,117,30.96255608
119,2,2.03513010813,-469.124213571,63.5267,0.3441,118,32.22859498
120,2,1.5374236676,-470.144209414,63.5457,0.3719,119,33.5170592
121,2,0.937500969095,-471.092773005,63.4889,0.3802,120,34.77996557
122,2,0.658766135982,-472.168345867,63.5163,0.3764,121,36.01526642
123,2,0.548607696969,-473.205818738,63.7442,0.3477,122,37.15568967
124,2,0.257609301598,-474.295484331,64.0007,0.285,123,38.49353309
125,2,-0.341241839996,-475.264648693,64.2275,0.2147,124,39.84287358
126,2,-1.13746546108,-476.08345683,64.4165,0.2042,125,41.1830134
127,2,-1.98222443794,-476.851175054,64.5789,0.1757,126,42.51239616
128,2,-2.7709178604,-477.621145745,64.7758,0.1668,127,43.76605795
129,2,-3.3728566326,-478.583313212,64.9012,0.1659,128,45.06987963
130,2,-3.75810783573,-479.659325299,64.946,0.2029,129,46.37810717
131,2,-4.35274771184,-480.633450028,64.9085,0.1975,130,47.68202899
132,2,-5.04226143428,-481.545698079,64.7842,0.2043,131,49.00510516
133,2,-5.7859346415,-482.405417754,64.5302,0.249,132,50.36178892
134,2,-6.44173678087,-483.271596953,64.1015,0.2909,133,51.72591546
135,2,-6.91522151599,-484.251768318,63.5732,0.339,134,53.18994005
136,2,-7.16240241463,-485.260406218,62.9521,0.3432,135,54.65415407
137,2,-7.53174787484,-486.338471922,62.4322,0.3051,136,56.22309181
138,2,-7.71561307184,-487.439155582,61.4407,0.2288,137,58.45147499
139,3,-5.8218861936,-440.445369469,53.2815,0.1144,1,0.0
140,3,-6.91312927492,-440.696444493,53.1241,0.1741,139,1.27862489
141,3,-8.04934715176,-440.72473577,53.0706,0.2001,140,2.5732786
142,3,-9.03681254123,-440.965891082,52.8167,0.2803,141,3.67098759
143,3,-9.80102670694,-441.767079492,52.5361,0.2733,142,4.97565011
144,3,-10.544051515,-442.636054414,52.2894,0.3294,143,6.34371428
145,3,-11.5279740724,-443.144498443,52.0167,0.3278,144,7.6446985
146,3,-12.6571727851,-443.112401134,51.8641,0.3792,145,8.94410523
147,3,-13.7714995379,-442.907082825,51.8448,0.325,146,10.22835744
