branch_id,start,end,parent_point,parent_branch
0,2,93,1,-1
1,94,138,1,-1
2,139,243,1,-1
3,244,294,178,2
4,295,345,161,2
5,346,479,148,2
6,480,626,1,-1
7,627,731,1,-1
8,732,789,633,7
9,790,843,1,-1
10,844,929,804,9
11,930,1028,793,9
12,1029,1157,942,11
13,1158,1164,1,-1
14,1165,1303,1,-1
15,1304,1681,1207,14
16,1682,1728,1358,15
17,1729,1773,1343,15
18,1774,1825,1337,15
19,1826,1911,1194,14
20,1912,1963,1181,14
21,1964,2006,1921,20
22,2007,2086,1972,21
23,2087,2106,1175,14
24,2107,2137,1175,14
